id,verification_status,owner_id,created_by,customer_id,property_type,property_category,district_id,municipal_id,province_id,city,seeking_address,property_face,build_date,layout,property_area,area_unit,parking_space,car_parking,bike_parking,compound,road_size,road_type,minimum_budget,minimum_budget_unit,maximum_budget,maximum_budget_unit,delete,status,agreement_image,created_at,updated_at,property_remarks,address_remarks,ward_num,map_url,amenities,share_map_url,verification_note
330,pending,3,3,1086,LAND,RESIDENTIAL,38,224,4,Lekhnath,Talchowk/Budibajar,,,,5,AANA,,,,,,,80,LAKHS,90,LAKHS,1,ACTIVE,,2025-01-08T10:07:52.000Z,2025-01-08T10:07:52.000Z,,,27,,s,,
331,pending,3,3,1087,LAND,,38,224,4,Pokhara,Buddhachowk/Chauthe,,,,22/60,HAAT,,,,,,,2,CRORE,3,CRORE,1,ACTIVE,,2025-01-08T10:10:49.000Z,2025-01-08T10:10:49.000Z,,,10,,w,,
332,pending,3,3,1089,LAND,RESIDENTIAL,38,224,4,Pokhara,Kaukhola,,,,4,AANA,,,,,,,45,LAKHS,50,LAKHS,1,ACTIVE,,2025-01-08T10:14:35.000Z,2025-01-08T10:14:35.000Z,,,13,,s,,
333,pending,3,3,1091,LAND,SEMI_COMMERCIAL,38,224,4,Pokhara,Fulbari,,,,9,AANA,,,,,,,3,CRORE,3.2,CRORE,1,ACTIVE,,2025-01-09T05:56:36.000Z,2025-01-09T05:56:36.000Z,Pixad aali thulo,,11,,s,,
334,pending,3,3,1092,LAND,,38,224,4,Pokhara,Bijaypur/Fulbari/Kaukhola,,,,4,AANA,,,,,,,40,LAKHS,45,LAKHS,1,ACTIVE,,2025-01-09T05:57:52.000Z,2025-01-09T05:57:52.000Z,,,26,,r,,
335,pending,3,3,1098,HOUSE,RESIDENTIAL,38,224,4,Pokhara,Ranipauwa / BuddhaChowk / Srijana Chowk / Ratnachowk / Rambajar / Fulbari,,,1R,20/40,HAAT,YES,,,,,,1,CRORE,1.5,CRORE,1,ACTIVE,,2025-01-09T11:38:46.000Z,2025-01-09T11:38:46.000Z,,,11,,Naya Design chaiyo,,
336,pending,3,3,1100,LAND,RESIDENTIAL,38,224,4,Pokhara,Amarsingh,,,,1,ROPANI,,,,,13,,4,CRORE,5,CRORE,1,ACTIVE,,2025-01-09T12:02:18.000Z,2025-01-09T12:02:18.000Z,Pariwar Niyojan oripori,,11,,,,
337,pending,3,3,1101,LAND,RESIDENTIAL,38,224,4,Pokhara,Chauthe,,,,4,AANA,,,,,16,,1,CRORE,1.5,CRORE,1,ACTIVE,,2025-01-10T09:21:36.000Z,2025-01-10T09:21:36.000Z,,Near big splash,14,s,sa,,
338,pending,3,3,1103,LAND,RESIDENTIAL,38,224,4,Pokhara,P:arsyang/ Malepatan,,,,5,AANA,,,,,,,90,LAKHS,1,CRORE,1,ACTIVE,,2025-01-10T09:25:20.000Z,2025-01-10T09:25:20.000Z,,,5,,,,
339,pending,3,3,1108,LAND,SEMI_COMMERCIAL,38,224,4,Pokhara,Amarsingh / Chauthe / Lakeside / Zero,,,,20/50,HAAT,,,,,,,1.5,CRORE,2.5,CRORE,1,ACTIVE,,2025-01-13T09:00:26.000Z,2025-01-13T09:00:26.000Z,Semi-commerical / Commercial,Highway najik,10,,,,
340,pending,3,3,1110,LAND,RESIDENTIAL,38,224,4,Pokhara,Fulbari / Chauthe / Parsyang,,,,4,AANA,,,,,,,70,CRORE,75,LAKHS,1,ACTIVE,,2025-01-15T07:52:36.000Z,2025-01-15T07:52:36.000Z,,,5,,,,
341,pending,3,3,1111,LAND,RESIDENTIAL,38,224,4,Pokhara,Chauthe,,,,20/40,HAAT,,,,,,,75,LAKHS,80,LAKHS,1,ACTIVE,,2025-01-15T07:53:55.000Z,2025-01-15T07:53:55.000Z,,,14,,,,
342,pending,3,3,1112,LAND,RESIDENTIAL,38,224,4,Pokhara,Lamachaur / Batulechaur / Chauthe,,,,18/40,HAAT,,,,,,,90,LAKHS,1,CRORE,1,ACTIVE,,2025-01-15T07:55:36.000Z,2025-01-15T07:55:36.000Z,,,19,,,,
343,pending,3,3,1099,LAND,RESIDENTIAL,38,224,4,Pokhara,Parsyang,,,,8,AANA,,,,,,,55,LAKHS,60,LAKHS,1,ACTIVE,,2025-01-15T08:33:30.000Z,2025-01-15T08:33:30.000Z,,,5,,,,
344,pending,3,3,1119,LAND,RESIDENTIAL,38,224,4,Pokhara,Fulbari / Ranipauwa / Malepatan / Parsyang,,,,4,AANA,,,,,10,,1,CRORE,1.1,CRORE,1,ACTIVE,,2025-01-19T07:23:44.000Z,2025-01-19T07:23:44.000Z,Tungiyeko bato ma vayena,,11,,,,
345,pending,3,3,1120,LAND,RESIDENTIAL,38,224,4,Pokhara,Chauthe,,,,18/40,HAAT,,,,,,,90,CRORE,1,CRORE,1,ACTIVE,,2025-01-19T07:30:22.000Z,2025-01-19T07:30:22.000Z,,,14,,,,
346,pending,3,3,1121,LAND,RESIDENTIAL,38,224,4,Pokhara,Fulbari,,,,20/40,HAAT,,,,,,,1,CRORE,1.3,CRORE,1,ACTIVE,,2025-01-19T07:31:29.000Z,2025-01-19T07:31:29.000Z,,,11,,,,
347,pending,3,3,180,LAND,RESIDENTIAL,38,224,4,Pokhara,Hemja ( MilanChowk ) - Yamdi,,,,4,AANA,,,,,,,50,LAKHS,55,LAKHS,1,ACTIVE,,2025-01-19T08:10:07.000Z,2025-01-19T08:10:07.000Z,,,25,,,,
348,pending,3,3,1128,LAND,RESIDENTIAL,38,224,4,Pokhara,Fulbari / Matepani / Kaukhola,,,,20/40,HAAT,,,,,,,70,LAKHS,75,LAKHS,1,ACTIVE,,2025-01-19T09:57:04.000Z,2025-01-19T09:57:04.000Z,,,11,,,,
349,pending,3,3,1130,LAND,RESIDENTIAL,38,224,4,Pokhara,Fulbari,,,,4,AANA,YES,,,,,,1.1,CRORE,1.2,CRORE,1,ACTIVE,,2025-01-20T07:42:50.000Z,2025-01-20T07:42:50.000Z,,,11,,,,
350,pending,3,3,1136,LAND,RESIDENTIAL,38,224,4,Pokhara,Fulbari,,,,5,AANA,,,,,,,1,CRORE,1.1,CRORE,1,ACTIVE,,2025-01-21T08:48:10.000Z,2025-01-21T08:48:10.000Z,,,5,,e,,
351,pending,3,3,1135,LAND,RESIDENTIAL,38,224,4,Pokhara,Hawelimarga,,,,4,AANA,,,,,,,70,LAKHS,75,LAKHS,1,ACTIVE,,2025-01-21T08:51:18.000Z,2025-01-21T08:51:18.000Z,,,14,,k,,
352,pending,3,3,1137,LAND,RESIDENTIAL,38,224,4,Pokhara,Rajchautara,,,,1 - 1.5,ROPANI,,,,,,,0,CRORE,0,CRORE,1,ACTIVE,,2025-01-22T07:59:24.000Z,2025-01-22T07:59:24.000Z,,Main Road oripori,32,,,,
353,pending,3,3,1136,LAND,RESIDENTIAL,38,224,4,Pokhara,Parsyang / Lovely dada,,,,5,AANA,,,,,,ALLEY,90,LAKHS,1,CRORE,1,ACTIVE,,2025-01-22T08:10:24.000Z,2025-01-22T08:10:24.000Z,,,5,,,,
354,pending,3,3,1138,LAND,RESIDENTIAL,38,224,4,Pokhara,Lamachaur/Fulbari,,,,18/60,HAAT,,,,,,,1,CRORE,1.15,CRORE,1,ACTIVE,,2025-01-22T08:19:56.000Z,2025-03-28T06:38:29.000Z,3 ta ghaderi chhaihyeako 3.5 cr samma ko,,19,,,,
355,pending,3,3,1139,LAND,,38,525,4,Pokhara,Fulbari,,,,4,AANA,,,,,,,1,CRORE,2,CRORE,1,ACTIVE,,2025-01-22T08:24:10.000Z,2025-01-22T08:24:10.000Z,20/50,,11,,,,
356,pending,3,3,1140,LAND,,38,224,4,Pokhara,Fulbari,,,,5,AANA,,,,,,,1.5,CRORE,1.6,CRORE,1,ACTIVE,,2025-01-22T08:26:43.000Z,2025-01-22T08:26:43.000Z,,,11,,,,
357,pending,3,3,1141,LAND,RESIDENTIAL,38,224,4,Lekhnath,Lekhnath,,,,4,AANA,,,,,,,45,LAKHS,50,LAKHS,1,ACTIVE,,2025-01-22T08:30:31.000Z,2025-01-22T08:30:31.000Z,,,27,,,,
358,pending,3,3,1142,LAND,,38,224,4,Lekhnath,Lekhnath / Hemja,,,,4,AANA,,,,,,,30,LAKHS,40,LAKHS,1,ACTIVE,,2025-01-22T08:32:07.000Z,2025-01-22T08:32:07.000Z,,,27,,,,
359,pending,3,3,1143,LAND,RESIDENTIAL,38,224,4,Pokhara,Chauthe / Bijaypur / Budibajar,EAST,,,35/50,HAAT,,,,,,,1.9,CRORE,2,CRORE,1,ACTIVE,,2025-01-22T08:36:19.000Z,2025-01-22T08:36:19.000Z,,Highway aaspass,14,,,,
360,pending,3,3,1144,LAND,RESIDENTIAL,38,224,4,Pokhara,Fulbari / Ranipauwa,,,,20/50,HAAT,,,,,,,2,CRORE,2.5,CRORE,1,ACTIVE,,2025-01-22T08:44:59.000Z,2025-01-22T08:44:59.000Z,,,11,,,,
361,pending,3,3,1149,LAND,RESIDENTIAL,38,224,4,Pokhara,Lakeside,,,,6,AANA,,,,,,,3,CRORE,3.5,CRORE,1,ACTIVE,,2025-01-23T12:20:45.000Z,2025-01-23T12:20:45.000Z,,,6,,,,
362,pending,3,3,1153,LAND,COMMERCIAL,38,224,4,Pokhara,Parsang / Sabhagriha/Lakeside/Malepatan/Amarsingh,,,,20/40+,HAAT,,,,,,,10,CRORE,12,CRORE,1,ACTIVE,,2025-01-24T10:09:20.000Z,2025-06-09T09:27:29.000Z,,,5,,"5cr house rate 
7 cr cash",,
363,pending,3,3,1154,LAND,RESIDENTIAL,38,224,4,Pokhara,Bhadrakali / Miyapatan / Gaudamukh / BP Marga,,,,20/40+,HAAT,,,,,,,1.9,CRORE,2,CRORE,1,ACTIVE,,2025-01-24T10:14:37.000Z,2025-01-24T10:14:37.000Z,,,13,,,,
364,pending,3,3,1155,LAND,RESIDENTIAL,38,224,4,Pokhara,Begnas Tal,,,,1,ROPANI,,,,,,,99,LAKHS,1,CRORE,1,ACTIVE,,2025-01-24T10:20:25.000Z,2025-01-24T10:20:25.000Z,,Naharchowk,31,,,,
365,pending,3,3,1156,LAND,RESIDENTIAL,38,224,4,Pokhara,Budibajar / TalChowk / Arghau Chowk,,,,20/40,HAAT,,,,,,,99,LAKHS,1,CRORE,1,ACTIVE,,2025-01-24T10:27:42.000Z,2025-01-24T10:27:42.000Z,,,26,,,,
366,pending,3,3,1157,LAND,RESIDENTIAL,38,224,4,Pokhara,Parsyang / Archalbot Chowk  / Malepatan / Buspark Mathi / Barpatan School uta najane,,,,20/40 +,HAAT,,,,,,,1,CRORE,2,CRORE,1,ACTIVE,,2025-01-24T10:35:45.000Z,2025-01-24T10:35:45.000Z,,50 M Bhitra,5,,,,
367,pending,3,3,1159,LAND,RESIDENTIAL,38,224,4,Pokhara,Lamachaur / Bhalam,,,,5,AANA,,,,,,,40,LAKHS,50,LAKHS,1,ACTIVE,,2025-01-24T12:15:41.000Z,2025-01-24T12:15:41.000Z,,,19,,,,
368,pending,3,3,1160,LAND,RESIDENTIAL,38,224,4,Pokhara,Gagangauda / Ghachowk,,,,17-20,ROPANI,,,,,,,2,CRORE,2.5,CRORE,1,ACTIVE,,2025-01-26T07:37:47.000Z,2025-01-26T07:38:10.000Z,"15-16 Lakhs per Ropani ,  Agriculture / Boiler Farm",,32,,,,
370,pending,3,3,141,HOUSE,RESIDENTIAL,38,224,4,Pokhara,Gharipatan / Malepatan / Masbar /  Sangrila Chowk / Damside / DecoPatan,,,1R,3-4,AANA,YES,1,,YES,,,1.9,CRORE,2,CRORE,1,ACTIVE,,2025-01-26T09:29:28.000Z,2025-01-26T09:29:28.000Z,,,17,,,,
371,pending,3,3,1170,HOUSE,RESIDENTIAL,38,224,4,Pokhara,Birauta,,,1R,4,AANA,YES,,,,,,69,LAKHS,70,LAKHS,1,ACTIVE,,2025-01-27T12:30:58.000Z,2025-01-27T12:30:58.000Z,,,17,,,,
372,pending,3,3,1171,HOUSE,RESIDENTIAL,38,224,4,Pokhara,Milantole / Kajipokhari / Chinedada,,,1R,4,AANA,,,,,,,99,CRORE,1,CRORE,1,ACTIVE,,2025-01-28T07:13:13.000Z,2025-01-28T07:13:13.000Z,,,10,,,,
373,pending,3,3,1172,HOUSE,SEMI_COMMERCIAL,38,224,4,Pokhara,Fulbari,,,1R,20+ / 50,HAAT,YES,,,,,,3,CRORE,3.5,CRORE,1,ACTIVE,,2025-01-28T07:18:22.000Z,2025-01-28T08:46:17.000Z,( SafaMarga ),,11,,,,
374,pending,3,3,1175,LAND,COMMERCIAL,38,224,4,Pokhara,NewRoad,,,,25/60,HAAT,,,,,,,19,CRORE,20,CRORE,1,ACTIVE,,2025-01-28T10:25:07.000Z,2025-01-28T10:25:07.000Z,,Gold Complex banauna,4,,,,
375,pending,3,3,1175,LAND,RESIDENTIAL,38,224,4,Pokhara,Ranipauwa,,,,5,AANA,,,,,,,1.49,CRORE,1.5,CRORE,1,ACTIVE,,2025-01-28T10:26:57.000Z,2025-01-28T10:26:57.000Z,20/40,,11,,,,
377,pending,3,3,1175,LAND,RESIDENTIAL,38,224,4,Pokhara,New Road,,,,4,AANA,,,,,,,3.9,CRORE,4,CRORE,1,ACTIVE,,2025-01-28T10:43:16.000Z,2025-01-28T10:43:16.000Z,,Bhitra patti bhayeni ok,4,,,,
379,pending,3,3,1179,LAND,RESIDENTIAL,38,224,4,Pokhara,Fulbari / Gandaki Hospital / Birauta,,,,20/40,HAAT,,,,,,,1.45,CRORE,1.5,CRORE,1,ACTIVE,,2025-01-29T07:49:02.000Z,2025-01-29T07:49:02.000Z,20/40,,11,,,,
380,pending,3,3,1180,LAND,RESIDENTIAL,38,224,4,Pokhara,Lamachaur,,,,20/50,HAAT,,,,,,,1.2,CRORE,1.25,CRORE,1,ACTIVE,,2025-01-29T10:37:10.000Z,2025-01-29T10:37:10.000Z,,Campus Gate oripori,19,,,,
381,pending,3,3,1181,LAND,RESIDENTIAL,38,224,4,Pokhara,Chauthe,,,,20/50,HAAT,,,,,,,1.45,CRORE,1.5,CRORE,1,ACTIVE,,2025-01-29T10:42:50.000Z,2025-01-29T10:42:50.000Z,,Kaski Modernized oripori / RatoDada,14,,,,
382,pending,3,3,1185,LAND,,38,224,4,Pokhara,Parsyang / Malepatan / Fulbari,,,,6,AANA,,,,,,,1.9,CRORE,2,CRORE,1,ACTIVE,,2025-01-31T07:38:42.000Z,2025-01-31T07:38:42.000Z,20+ / 45+,,5,,,,
383,pending,3,3,1189,LAND,RESIDENTIAL,38,224,4,Pokhara,Fulbari,,,,20/60,HAAT,,,,,15,,2.5,CRORE,2.8,CRORE,1,ACTIVE,,2025-01-31T11:56:16.000Z,2025-01-31T11:56:16.000Z,Minimum 15 ft. road access / Minimum 20/60,,11,,,,
384,pending,3,3,1190,LAND,RESIDENTIAL,38,224,4,Pokhara,NirmalPokhari / Bagmara,,,,00,HAAT,,,,,,,99,LAKHS,1,CRORE,1,ACTIVE,,2025-01-31T11:58:06.000Z,2025-01-31T11:58:06.000Z,Farm House Banaune,,21,,,,
386,pending,3,3,1192,LAND,RESIDENTIAL,38,224,4,Pokhara,Bijaypur / Budibajar,,,,17/40,HAAT,,,,,,,59,LAKHS,60,LAKHS,1,ACTIVE,,2025-01-31T12:05:20.000Z,2025-01-31T12:05:20.000Z,500-700m Bhitra samma,,26,,,,
387,pending,3,3,1194,LAND,SEMI_COMMERCIAL,38,224,4,Pokhara,Prithivi Chowk / Sabagriha / Nagdhunga,,,,4-5,AANA,,,,,,,1.4,CRORE,1.5,CRORE,1,ACTIVE,,2025-02-02T06:27:40.000Z,2025-02-02T06:27:40.000Z,,,10,,,,
388,pending,3,3,1196,LAND,RESIDENTIAL,38,224,4,Pokhara,Fulbari / Ranipauwa,,,,20/40,HAAT,,,,,,,1.45,CRORE,1.5,CRORE,1,ACTIVE,,2025-02-02T07:51:32.000Z,2025-02-02T07:51:32.000Z,Baini ko lagi,,11,,,,
389,pending,3,3,1197,LAND,RESIDENTIAL,38,224,4,Pokhara,Pokhara Valley,,,,4,AANA,,,,,,,30,LAKHS,40,LAKHS,1,ACTIVE,,2025-02-02T10:30:11.000Z,2025-02-02T10:30:11.000Z,Himal Dekhine,,00,,,,
390,pending,3,3,1198,LAND,RESIDENTIAL,38,224,4,Pokhara,Birauta,,,,18/40,HAAT,,,,,,,1.2,CRORE,1.5,CRORE,1,ACTIVE,,2025-02-02T12:19:36.000Z,2025-06-22T08:09:32.000Z,,Balodaya chowk/Goduli path/Rammandir area,17,,20/40 haat  Syangja aarjunchaupari  gau,,
391,pending,3,3,1199,LAND,RESIDENTIAL,38,224,1,Pokhara,Chinedada / Khaltemasina / Bhotechautara / Majheripatan,,,,4,AANA,,,,,,,55,LAKHS,60,LAKHS,1,ACTIVE,,2025-02-03T07:36:45.000Z,2025-02-03T07:37:31.000Z,"30 Lakhs Cash / 30 Banking , 16/40 Minimum",,14,,,,
392,pending,3,3,1200,LAND,RESIDENTIAL,38,224,4,Pokhara,Fulbari,,,,5,AANA,,,,,,,1.45,CRORE,1.5,CRORE,1,ACTIVE,,2025-02-03T07:40:05.000Z,2025-02-03T07:40:39.000Z,"Om Shanti Oripori, 20/40 Minimum",,11,,,,
393,pending,3,3,1201,LAND,RESIDENTIAL,38,224,4,Pokhara,Ratnachowk / Simalchaur / Prithivichowk/Naghdunga,,,,20/40-45,HAAT,,,,,,,1.9,CRORE,2,CRORE,1,ACTIVE,,2025-02-03T07:44:01.000Z,2025-03-02T06:20:44.000Z,Ghar Vaye 2.50 Cr. samma,,8,,,,
394,pending,3,3,1213,LAND,RESIDENTIAL,38,224,4,Pokhara,Lekhnath / Sishuwa / Talchowk,,,,20/40+,HAAT,,,,,,,55,LAKHS,60,LAKHS,1,ACTIVE,,2025-02-05T09:36:31.000Z,2025-02-05T09:36:31.000Z,,,30,,,,
395,pending,3,3,1214,LAND,COMMERCIAL,38,224,4,Pokhara,Fulbari,,,,4,AANA,,,,,,,2.45,CRORE,2.5,CRORE,1,ACTIVE,,2025-02-05T09:40:48.000Z,2025-02-05T09:40:48.000Z,Ghar bhayeni hunxa,,11,,,,
396,pending,3,3,1214,LAND,RESIDENTIAL,38,224,4,Pokhara,Fulbari / Birauta / Chauthe / Pokhara Valley,,,,4,AANA,,,,,,,1.4,CRORE,1.5,CRORE,1,ACTIVE,,2025-02-05T09:43:25.000Z,2025-02-05T09:43:25.000Z,,,11,,,,
397,pending,3,3,1219,LAND,RESIDENTIAL,38,224,4,Pokhara,Nadipur / Parsyang / Archalbot / Zero Dekhi Mathi,,,,16+/40,HAAT,,,,,,,1,CRORE,1.5,CRORE,1,ACTIVE,,2025-02-06T12:23:50.000Z,2025-02-06T12:23:50.000Z,20 ft hunaparyo,,5,,,,
398,pending,3,3,1223,LAND,RESIDENTIAL,38,224,4,Pokhara,Sitaldevi/Matepani,,,,20/40,HAAT,,,,,,,90,LAKHS,1,CRORE,1,ACTIVE,,2025-02-07T11:27:35.000Z,2025-02-07T11:29:42.000Z,,,12,,e,,
399,pending,3,3,1224,LAND,,38,224,4,Pokhara,Fulbari/Bajhapatan/Sitaldevi,,,,4,AANA,,,,,,,1,CRORE,1.1,CRORE,1,ACTIVE,,2025-02-07T11:28:41.000Z,2025-02-07T11:28:41.000Z,,,12,,w,,
400,pending,3,3,1228,LAND,RESIDENTIAL,38,224,4,Pokhara,Chauthe/Bp marga /Haweli marga,,,,20/50,HAAT,,,,,,,1,CRORE,1.2,CRORE,1,ACTIVE,,2025-02-09T09:22:20.000Z,2025-02-09T09:22:20.000Z,,,14,,,,
401,pending,3,3,1229,LAND,RESIDENTIAL,38,224,4,Lekhnath,Bijaypur/Budibajar/Aarghauchowk,,,,5,AANA,,,,,,,60,LAKHS,70,LAKHS,1,ACTIVE,,2025-02-09T09:23:44.000Z,2025-02-09T09:23:44.000Z,,,26,,s,,
402,pending,3,3,1231,LAND,RESIDENTIAL,38,224,4,Pokhara,Chinedada,,,,20/40,HAAT,,,,,,,1,CRORE,1.1,CRORE,1,ACTIVE,,2025-02-09T09:36:54.000Z,2025-02-09T09:36:54.000Z,,,14,,s,,
403,pending,3,3,1230,LAND,RESIDENTIAL,38,224,4,Pokhara,Fulbari/Parsyang/Chinedada/Hemja,,,,20/40,HAAT,,,,,,,1,CRORE,1.1,CRORE,1,ACTIVE,,2025-02-09T09:38:08.000Z,2025-02-09T09:38:08.000Z,,,14,,dddd,,
404,pending,3,3,1236,LAND,RESIDENTIAL,38,224,4,Pokhara,Fulbari/Ranipauwa/Kaukhola,,,,4,AANA,,,,,8,,1,CRORE,1,CRORE,1,ACTIVE,,2025-02-11T08:13:54.000Z,2025-02-11T08:13:54.000Z,,,11,,k,,
405,pending,3,3,1237,LAND,RESIDENTIAL,38,224,4,Pokhara,Arghauchowk/Bijayapur,,,,20/40,HAAT,,,,,20,,1,CRORE,1.1,CRORE,1,ACTIVE,,2025-02-11T08:16:58.000Z,2025-02-11T08:16:58.000Z,Purba uttar mohoda,leftside/800 m bhitra samma,26,,k,,
406,pending,3,3,1236,HOUSE,RESIDENTIAL,38,224,4,Pokhara,Fulbari/Bajhapatan/Kaukhola/Ranipauwa,,,WHOLE_HOUSE,4,AANA,YES,,,,,,2,CRORE,2.1,LAKHS,1,ACTIVE,,2025-02-11T11:06:06.000Z,2025-02-11T11:06:06.000Z,,,13,,e,,
407,pending,3,3,1239,HOUSE,RESIDENTIAL,38,224,4,Pokhara,Birauta,,,1R,4,AANA,YES,,,,,,1.5,CRORE,1.6,CRORE,1,ACTIVE,,2025-02-11T11:09:45.000Z,2025-02-11T11:09:45.000Z,,,17,,,,
408,pending,3,3,1246,LAND,TOURISM,38,224,4,Pokhara,Begnastal/Pumdikot/Sedi,,,,10,ROPANI,,,,,,,0,CRORE,0,CRORE,1,ACTIVE,,2025-02-14T07:43:45.000Z,2025-02-14T07:43:45.000Z,View dekhine himal/Tal,Hotel banauna ko lagi,22,,r,,
409,pending,3,3,1247,LAND,RESIDENTIAL,38,224,4,Pokhara,Amarsingh/Khasibajar/Chauthe/Kudahar/Laliguras tolr,,,,20/50+,HAAT,,,,,,,1.8,CRORE,2.5,CRORE,1,ACTIVE,,2025-02-14T07:45:14.000Z,2025-02-20T06:57:54.000Z,,,10,,s,,
410,pending,3,3,1248,LAND,RESIDENTIAL,38,224,4,Pokhara,Fulbari/Ranipauwa,,,,20/40,HAAT,,,,,,,1.3,CRORE,1.5,CRORE,1,ACTIVE,,2025-02-14T07:46:27.000Z,2025-02-14T07:46:27.000Z,,,11,,,,
411,pending,3,3,1249,LAND,RESIDENTIAL,38,224,4,Pokhara,Fulbari/Ranipauwa,,,,18/40,HAAT,,,,,,,1.5,CRORE,1.55,CRORE,1,ACTIVE,,2025-02-14T07:48:29.000Z,2025-02-14T07:48:29.000Z,,,11,,d,,
412,pending,3,3,1250,LAND,COMMERCIAL,38,224,4,Pokhara,Newroad,,,,12/50,HAAT,,,,,,,10,CRORE,12,CRORE,1,ACTIVE,,2025-02-14T07:52:06.000Z,2025-02-14T07:52:06.000Z,Nagarpalika -Bhatbhateni samma,Gold Complex banauna,4,,,,
413,pending,3,3,1253,LAND,AGRICULTURE,38,224,4,Pokhara,Pumdibhumdi,,,,5,ROPANI,,,,,,,2,CRORE,3,CRORE,1,ACTIVE,,2025-02-16T08:20:19.000Z,2025-02-16T08:20:19.000Z,,,22,,,,
414,pending,3,3,1254,LAND,,38,224,4,Pokhara,Fulbari/Ranipauwa/ Rithepani/Khaltemasina,,,,4,AANA,,,,,,,60,LAKHS,61,LAKHS,1,ACTIVE,,2025-02-16T08:24:27.000Z,2025-02-16T08:24:27.000Z,,,13,,,,
415,pending,3,3,1258,LAND,RESIDENTIAL,38,224,4,Pokhara,Khasibajar,,,,5,AANA,,,,,,,1.5,CRORE,1.6,CRORE,1,ACTIVE,,2025-02-18T09:01:54.000Z,2025-02-18T09:01:54.000Z,,,14,,w,,
416,pending,3,3,1259,LAND,RESIDENTIAL,38,224,4,Pokhara,Khasibajar,,,,4,AANA,,,,,,,1.5,CRORE,2,CRORE,1,ACTIVE,,2025-02-18T09:03:08.000Z,2025-02-18T09:03:08.000Z,,,14,,e,,
417,pending,3,3,1263,HOUSE,RESIDENTIAL,38,224,4,Pokhara,Fulbari/Ranipauwa/Matepani/Simalchaur/Lakeside,,,WHOLE_HOUSE,1,ROPANI,YES,,,,,,4,CRORE,10,CRORE,1,ACTIVE,,2025-02-19T11:37:33.000Z,2025-02-19T11:37:33.000Z,,,6,,w,,
418,pending,3,3,1268,LAND,RESIDENTIAL,38,224,4,Pokhara,Chinedada/Khaltemasina,,,,4,AANA,,,,,,,60,LAKHS,65,LAKHS,1,ACTIVE,,2025-02-24T06:56:58.000Z,2025-02-24T06:56:58.000Z,17/38 ok,,14,,,,
419,pending,3,3,1269,HOUSE,RESIDENTIAL,38,224,4,Pokhara,Fulbari/Ranipauwa,,2080,WHOLE_HOUSE,5,AANA,YES,,,,,,2,CRORE,2.5,CRORE,1,ACTIVE,,2025-02-24T06:58:54.000Z,2025-02-24T06:58:54.000Z,,,11,,New design,,
420,pending,3,3,1273,LAND,RESIDENTIAL,38,224,4,Pokhara,Fulbari/Ranipauwa,,,,20/40,HAAT,,,,,,,1.5,CRORE,1.51,CRORE,1,ACTIVE,,2025-02-25T11:07:31.000Z,2025-02-25T11:07:31.000Z,,,11,,,,
421,pending,3,3,1274,HOUSE,RESIDENTIAL,38,224,4,Pokhara,Fulbari/Ranipauwa/Kaukhola,,2075,WHOLE_HOUSE,20/40,HAAT,YES,,,,13,BLACK-TOPPED,2,CRORE,2.5,CRORE,1,ACTIVE,,2025-02-25T11:16:07.000Z,2025-02-25T11:16:07.000Z,,,11,,r,,
422,pending,3,3,1277,HOUSE,,38,224,4,Pokhara,Newroad/Nayabajar,,,1R,6,AANA,YES,,,,,,4.5,CRORE,5,CRORE,1,ACTIVE,,2025-02-27T08:36:43.000Z,2025-03-11T06:51:35.000Z,,,4,,Mainroad or residential land ( newroad/Nayabajar) Mainly samsung galli,,
423,pending,3,3,1272,LAND,RESIDENTIAL,38,224,4,Pokhara,Birauta,,,,20/40+,HAAT,,,,,,,1.9,CRORE,2,CRORE,1,ACTIVE,,2025-02-27T08:38:35.000Z,2025-02-27T08:38:35.000Z,,Sishuniketan/Rammandir,17,,s,,
424,pending,3,3,1278,LAND,RESIDENTIAL,38,224,4,Pokhara,Fulbari/Ranipauwa/Birauta/Chauthe,,,,25/60,HAAT,,,,,20,,2.8,CRORE,3,CRORE,1,ACTIVE,,2025-02-27T08:49:11.000Z,2025-08-11T07:51:44.000Z,,,12,,s,,
425,pending,3,3,1279,LAND,,38,224,4,Pokhara,Amarsingh,,,,22/60,HAAT,,,,,,,2,CRORE,2.1,CRORE,1,ACTIVE,,2025-02-27T08:54:57.000Z,2025-05-15T12:58:31.000Z,,,10,,"cash-1.5cr
land exchange-1 cr",,
426,pending,3,3,1288,LAND,RESIDENTIAL,38,224,4,Pokhara,Pokhara Valley,,,,1,ROPANI,,,,,,,45,LAKHS,50,LAKHS,1,ACTIVE,,2025-03-04T06:19:53.000Z,2025-03-04T06:19:53.000Z,,,22,,t,,
427,pending,3,3,1289,LAND,RESIDENTIAL,38,224,4,Pokhara,Fulbari/Ranipauwa/Chauthe/Budibajar,SOUTH-EAST,,,17/40,HAAT,,,,,12,,75,LAKHS,1.5,CRORE,1,ACTIVE,,2025-03-04T06:31:29.000Z,2025-03-04T06:31:29.000Z,,,11,,d,,
428,pending,3,3,1290,LAND,RESIDENTIAL,38,224,4,Lekhnath,Gagangauda/Lekhnath,,,,18/35,HAAT,,,,,,,40,LAKHS,50,LAKHS,1,ACTIVE,,2025-03-04T06:32:46.000Z,2025-03-04T06:32:46.000Z,,,32,,,,
